id	higherClassification	bed	catalogNumber	modified	formation	genus	occurrenceRemarks	coordinatePrecision	sex	dateIdentified	taxonRank	maximumDepthInMeters	otherCatalogNumbers	subgenus	county	typeStatus	locality	stateProvince	recordNumber	identifiedBy	collectionCode	continent	lifeStage	preparations	phylum	kingdom	decimalLatitude	scientificNameAuthorship	decimalLongitude	group	type	family	maximumElevationInMeters	recordedBy	countryCode	country	references	waterBody	informationWithheld	minimumElevationInMeters	class	order	individualCount	language	nomenclaturalStatus	identificationRemarks	verbatimEventDate	fieldNotes	institutionCode	eventDate	member	basisOfRecord	scientificName	minimumDepthInMeters
ark:87286/B2/6ba71817-571e-444e-b731-67ed790a7667	Plantae Tracheobionta Magnoliophyta Magnoliopsida Rosidae Euphorbiales Euphorbiaceae Croton Croton glandulosus		000014674	2009-06-17 16:18:16.0		Croton			Undetermined		Species					Nontype	Florida; Pinellas County; 1 mi. w. Tarpon Springs; on loose sands of lot.		7444		FSU	NORTH AMERICA	Undetermined	Pressed and dried	Magnoliophyta	Plantae		L.			PreservedSpecimen	Euphorbiaceae		Robert Kral	US	UNITED STATES	http://www.morphbank.net/81053				Magnoliopsida	Euphorbiales		en	accepted				Florida State University	1958-07-23		PreservedSpecimen	Croton glandulosus	
ark:87286/B2/8d649816-ea00-4005-a8a5-7ab2d2f50ce6	Plantae Tracheobionta Magnoliophyta Magnoliopsida Rosidae Euphorbiales Euphorbiaceae Croton Croton glandulosus		000014675	2009-06-17 16:18:16.0		Croton			Undetermined		Species					Nontype	Florida; Seminole County; 10 mi. S of Sandford; sand pine forest.		5124		FSU	NORTH AMERICA	Undetermined	Pressed and dried	Magnoliophyta	Plantae		L.			PreservedSpecimen	Euphorbiaceae		Robert Kral	US	UNITED STATES	http://www.morphbank.net/81054				Magnoliopsida	Euphorbiales		en	accepted				Florida State University	1957-07-07		PreservedSpecimen	Croton glandulosus	
ark:87286/B2/a439c773-8371-4f02-bcb5-c14eecd06bf5	Plantae Tracheobionta Magnoliophyta Magnoliopsida Rosidae Euphorbiales Euphorbiaceae Croton Croton glandulosus		000014676	2009-06-17 16:18:16.0		Croton			Undetermined		Species					Nontype	Florida; Nassau County; Sandy clearing of liveoak hammock, at Fernandina Beach.		68594		FSU	NORTH AMERICA	Undetermined	Pressed and dried	Magnoliophyta	Plantae		L.			PreservedSpecimen	Euphorbiaceae		Robert K. Godfrey	US	UNITED STATES	http://www.morphbank.net/81055				Magnoliopsida	Euphorbiales		en	accepted				Florida State University	1969-06-21		PreservedSpecimen	Croton glandulosus	
ark:87286/B2/bd709b44-b07b-438e-a50e-1618567a6ec3	Plantae Tracheobionta Magnoliophyta Magnoliopsida Rosidae Euphorbiales Euphorbiaceae Croton Croton glandulosus		000014677	2009-06-17 16:18:16.0		Croton			Undetermined		Species					Nontype	Florida; Wakulla County; White sandy soil, clearing of pine flatwoods, between Wakulla and Newport.		62404		FSU	NORTH AMERICA	Undetermined	Pressed and dried	Magnoliophyta	Plantae		L.			PreservedSpecimen	Euphorbiaceae		Robert K. Godfrey	US	UNITED STATES	http://www.morphbank.net/81056				Magnoliopsida	Euphorbiales		en	accepted				Florida State University	1962-06-14		PreservedSpecimen	Croton glandulosus	
ark:87286/B2/dd6d19fc-720a-4855-9b2d-db2d3fe9f566	Plantae Tracheobionta Magnoliophyta Magnoliopsida Rosidae Euphorbiales Euphorbiaceae Croton Croton glandulosus		000014678	2009-06-17 16:18:16.0		Croton	up to 2 ft tall.		Undetermined		Species					Nontype	Florida; Jefferson County; in corn field cultivated in 67 Norias Plantation.				FSU	NORTH AMERICA	Undetermined	Pressed and dried	Magnoliophyta	Plantae		L.			PreservedSpecimen	Euphorbiaceae		Leon Neal	US	UNITED STATES	http://www.morphbank.net/81057				Magnoliopsida	Euphorbiales		en	accepted				Florida State University	1967-10-13		PreservedSpecimen	Croton glandulosus	
ark:87286/B2/10ccb992-6db7-40c7-82de-26d95545cb9b	Plantae Tracheobionta Magnoliophyta Magnoliopsida Rosidae Euphorbiales Euphorbiaceae Croton Croton glandulosus		000014679	2009-06-17 16:18:16.0		Croton			Undetermined		Species					Nontype	Florida; Taylor County; clobbered sandy slash pine forest, some 6 miles W of Steinhatchee.		4616		FSU	NORTH AMERICA	Undetermined	Pressed and dried	Magnoliophyta	Plantae		L.			PreservedSpecimen	Euphorbiaceae		Robert L. Lazor	US	UNITED STATES	http://www.morphbank.net/81058				Magnoliopsida	Euphorbiales		en	accepted				Florida State University	1970-08-10		PreservedSpecimen	Croton glandulosus	
ark:87286/B2/27ecf399-2e5e-4c25-aa07-ca38ad1f12ec	Plantae Tracheobionta Magnoliophyta Magnoliopsida Rosidae Euphorbiales Euphorbiaceae Croton Croton glandulosus		000014680	2009-06-17 16:18:16.0		Croton			Undetermined		Species					Nontype	Florida; Taylor County; ca 6 mi. s.s.w. Tennville; bulldozed scrub oak sand hills.		15134		FSU	NORTH AMERICA	Undetermined	Pressed and dried	Magnoliophyta	Plantae		L.			PreservedSpecimen	Euphorbiaceae		Robert Kral, Robert K. Godfrey	US	UNITED STATES	http://www.morphbank.net/81059				Magnoliopsida	Euphorbiales		en	accepted				Florida State University	1962-07-27		PreservedSpecimen	Croton glandulosus	
ark:87286/B2/20d8f24d-b7f1-4518-829c-50df6c1d70bf	Plantae Tracheobionta Magnoliophyta Magnoliopsida Rosidae Euphorbiales Euphorbiaceae Croton Croton glandulosus		000014681	2009-06-17 16:18:16.0		Croton			Undetermined		Species					Nontype	Florida; Highlands County; Disturbed sands; 4 miles W of Babson Park.		70794		FSU	NORTH AMERICA	Undetermined	Pressed and dried	Magnoliophyta	Plantae		L.			PreservedSpecimen	Euphorbiaceae		Robert K. Godfrey	US	UNITED STATES	http://www.morphbank.net/81060				Magnoliopsida	Euphorbiales		en	accepted				Florida State University	1971-08-22		PreservedSpecimen	Croton glandulosus	
ark:87286/B2/24945ace-20ad-487f-a4d1-3c18f626a286	Plantae Tracheobionta Magnoliophyta Magnoliopsida Rosidae Euphorbiales Euphorbiaceae Croton Croton glandulosus		000014682	2009-06-17 16:18:16.0		Croton			Undetermined		Species					Nontype	Florida; St Johns County; Weedy roadside banks, SE of Orangedale at jct of Fla Rts 13a and 16.		70615		FSU	NORTH AMERICA	Undetermined	Pressed and dried	Magnoliophyta	Plantae		L.			PreservedSpecimen	Euphorbiaceae		Robert K. Godfrey	US	UNITED STATES	http://www.morphbank.net/81061				Magnoliopsida	Euphorbiales		en	accepted				Florida State University	1971-08-04		PreservedSpecimen	Croton glandulosus	
ark:87286/B2/d63eace5-a631-4c00-875d-39aff424694e	Plantae Tracheobionta Magnoliophyta Magnoliopsida Rosidae Euphorbiales Euphorbiaceae Croton Croton glandulosus		000014683	2009-06-17 16:18:16.0		Croton			Undetermined		Species					Nontype	Florida; St Johns County; weedy, sandy, vacant lots, Crescent Beach.		70696		FSU	NORTH AMERICA	Undetermined	Pressed and dried	Magnoliophyta	Plantae		L.			PreservedSpecimen	Euphorbiaceae		Robert K. Godfrey	US	UNITED STATES	http://www.morphbank.net/81062				Magnoliopsida	Euphorbiales		en	accepted				Florida State University	1971-08-05		PreservedSpecimen	Croton glandulosus	
ark:87286/B2/be65480b-f838-497b-b1fa-229fae4d06c2	Plantae Tracheobionta Magnoliophyta Magnoliopsida Rosidae Euphorbiales Euphorbiaceae Croton Croton glandulosus		000014684	2009-06-17 16:18:16.0		Croton	flowers white.		Undetermined		Species					Nontype	Florida; Volusia County; 6 mi. S Daytona Beach; (sandy site on E side Halifax River).		546		FSU	NORTH AMERICA	Undetermined	Pressed and dried	Magnoliophyta	Plantae		L.			PreservedSpecimen	Euphorbiaceae		Robert A. Norris	US	UNITED STATES	http://www.morphbank.net/81063				Magnoliopsida	Euphorbiales		en	accepted				Florida State University	1965-06-23		PreservedSpecimen	Croton glandulosus	
ark:87286/B2/e4444c08-33a7-4669-82b0-f59d84600981	Plantae Tracheobionta Magnoliophyta Magnoliopsida Rosidae Euphorbiales Euphorbiaceae Croton Croton glandulosus		000014685	2009-06-17 16:18:16.0		Croton			Undetermined		Species					Nontype	Florida; Leon County; in sand bordering Tram Road; 1.6 mi drive SE of Monroe Street, SE of Tallahassee.		6239		FSU	NORTH AMERICA	Undetermined	Pressed and dried	Magnoliophyta	Plantae		L.			PreservedSpecimen	Euphorbiaceae		Loran C. Anderson	US	UNITED STATES	http://www.morphbank.net/81064				Magnoliopsida	Euphorbiales		en	accepted				Florida State University	1982-10-11		PreservedSpecimen	Croton glandulosus	
ark:87286/B2/68cb937c-f16b-4d72-95a0-db611e991b9a	Plantae Tracheobionta Magnoliophyta Magnoliopsida Rosidae Euphorbiales Euphorbiaceae Croton Croton linearis		000014686	2009-06-17 16:18:16.0		Croton			Undetermined		Species					Nontype	Florida; Martin County; gravelly abandoned railroad grade, ca. 0.2 mi N of FL 706-710 at a point 2.5 mi NW of jct. FL 706 and FL 710, ca. 6.8 mi SE of Indiantown; Pal-Mar CARL site E edge.		16833		FSU	NORTH AMERICA	Undetermined	Pressed and dried	Magnoliophyta	Plantae		Jacq.			PreservedSpecimen	Euphorbiaceae		Steve L. Orzell, Edwin L. Bridges	US	UNITED STATES	http://www.morphbank.net/81065			7	Magnoliopsida	Euphorbiales		en	accepted				Florida State University	1991-05-29		PreservedSpecimen	Croton linearis	
ark:87286/B2/3c59e61b-f863-4144-9e58-34560a2142b2	Plantae Tracheobionta Magnoliophyta Magnoliopsida Rosidae Euphorbiales Euphorbiaceae Croton Croton linearis		000014687	2009-06-17 16:18:16.0		Croton	Tree 20.		Undetermined		Species					Nontype	Florida; Monroe County; Pinelands.		1053		FSU	NORTH AMERICA	Undetermined	Pressed and dried	Magnoliophyta	Plantae		Jacq.			PreservedSpecimen	Euphorbiaceae		V. I. Sullivan	US	UNITED STATES	http://www.morphbank.net/81066				Magnoliopsida	Euphorbiales		en	accepted				Florida State University	1967-10-07		PreservedSpecimen	Croton linearis	
ark:87286/B2/66c838bc-9164-4a14-81d2-d9c42792c50e	Plantae Tracheobionta Magnoliophyta Magnoliopsida Rosidae Euphorbiales Euphorbiaceae Croton Croton linearis		000014688	2009-06-17 16:18:16.0		Croton			Undetermined		Species					Nontype	Florida; Monroe County; Big Pine Key; pineland.		58154		FSU	NORTH AMERICA	Undetermined	Pressed and dried	Magnoliophyta	Plantae		Jacq.			PreservedSpecimen	Euphorbiaceae		Robert K. Godfrey	US	UNITED STATES	http://www.morphbank.net/81067				Magnoliopsida	Euphorbiales		en	accepted				Florida State University	1959-01-31		PreservedSpecimen	Croton linearis	
ark:87286/B2/8570e598-1a72-4bb1-98c2-5959d75071b3	Plantae Tracheobionta Magnoliophyta Magnoliopsida Rosidae Euphorbiales Euphorbiaceae Croton Croton linearis		000014689	2009-06-17 16:18:16.0		Croton	small shrub, up to 1 m. high.		Undetermined		Species					Nontype	Florida; Monroe County; On [limestone] around freshwater lake in pine flatwoods, 3 mi. nw. off U.S.1. Big Pine Key.		2866		FSU	NORTH AMERICA	Undetermined	Pressed and dried	Magnoliophyta	Plantae		Jacq.			PreservedSpecimen	Euphorbiaceae		R. A. Pursell	US	UNITED STATES	http://www.morphbank.net/81068				Magnoliopsida	Euphorbiales		en	accepted				Florida State University	1957-03-09		PreservedSpecimen	Croton linearis	
ark:87286/B2/c3d60aae-c0a4-4d8c-b8d6-bc2aceabd46e	Plantae Tracheobionta Magnoliophyta Magnoliopsida Rosidae Euphorbiales Euphorbiaceae Croton Croton linearis		000014690	2009-06-17 16:18:16.0		Croton	shrub.		Undetermined		Species					Nontype	Florida; Dade County; on sandy embankment near Tahiti Beach, Coral Gables.		14842		FSU	NORTH AMERICA	Undetermined	Pressed and dried	Magnoliophyta	Plantae		Jacq.			PreservedSpecimen	Euphorbiaceae		R. F. Thorne	US	UNITED STATES	http://www.morphbank.net/81069				Magnoliopsida	Euphorbiales		en	accepted				Florida State University	1954-08-29		PreservedSpecimen	Croton linearis	
ark:87286/B2/e098d202-a659-4d22-aca4-3d2d1cbe86cb	Plantae Tracheobionta Magnoliophyta Magnoliopsida Rosidae Euphorbiales Euphorbiaceae Croton Croton linearis		000014691	2009-06-17 16:18:16.0		Croton			Undetermined		Species					Nontype	Florida; Monroe County; pineland, Big Pine Key.		58328		FSU	NORTH AMERICA	Undetermined	Pressed and dried	Magnoliophyta	Plantae		Jacq.			PreservedSpecimen	Euphorbiaceae		Robert K. Godfrey	US	UNITED STATES	http://www.morphbank.net/81070				Magnoliopsida	Euphorbiales		en	accepted				Florida State University	1960-01-31		PreservedSpecimen	Croton linearis	
ark:87286/B2/f3d77213-bf53-498b-9f79-984eacc32ccb	Plantae Tracheobionta Magnoliophyta Magnoliopsida Rosidae Euphorbiales Euphorbiaceae Croton Croton linearis		000014692	2009-06-17 16:18:16.0		Croton	plants to 5 dm tall.		Undetermined		Species					Nontype	Florida; Palm Beach County; in sand of high terrace over Atlantic beach.		25025		FSU	NORTH AMERICA	Undetermined	Pressed and dried	Magnoliophyta	Plantae		Jacq.			PreservedSpecimen	Euphorbiaceae		O. Lakela	US	UNITED STATES	http://www.morphbank.net/81071				Magnoliopsida	Euphorbiales		en	accepted				Florida State University	1962-05-04		PreservedSpecimen	Croton linearis	
ark:87286/B2/181eefa0-1088-4e81-a5dc-5e4d9790b279	Plantae Tracheobionta Magnoliophyta Magnoliopsida Rosidae Euphorbiales Euphorbiaceae Croton Croton linearis		000014693	2009-06-17 16:18:16.0		Croton			Undetermined		Species					Nontype	Florida; Dade County; Long Pine Key.		394		FSU	NORTH AMERICA	Undetermined	Pressed and dried	Magnoliophyta	Plantae		Jacq.			PreservedSpecimen	Euphorbiaceae		William B. Robertson, Jr.	US	UNITED STATES	http://www.morphbank.net/81072				Magnoliopsida	Euphorbiales		en	accepted				Florida State University	1956-04-17		PreservedSpecimen	Croton linearis	
ark:87286/B2/163f6019-b908-4ecd-8733-b062d75d1158	Plantae Tracheobionta Magnoliophyta Magnoliopsida Rosidae Euphorbiales Euphorbiaceae Croton Croton linearis		000014694	2009-06-17 16:18:16.0		Croton	shrub to 1.8 m tall, staminate.		Undetermined		Species					Nontype	Florida; Monroe County; Big Pine Key, 4 miles north of US1.		5831		FSU	NORTH AMERICA	Undetermined	Pressed and dried	Magnoliophyta	Plantae		Jacq.			PreservedSpecimen	Euphorbiaceae		Sidney McDaniel	US	UNITED STATES	http://www.morphbank.net/81073				Magnoliopsida	Euphorbiales		en	accepted				Florida State University	1965-03-21		PreservedSpecimen	Croton linearis	
ark:87286/B2/0a3f47ee-30b8-48da-877f-0283b4ea42a1	Plantae Tracheobionta Magnoliophyta Magnoliopsida Rosidae Euphorbiales Euphorbiaceae Croton Croton linearis		000014695	2009-06-17 16:18:16.0		Croton			Undetermined		Species					Nontype	Florida; Monroe County; Big Pine Key, north end. Pineland with exposed limestone.				FSU	NORTH AMERICA	Undetermined	Pressed and dried	Magnoliophyta	Plantae		Jacq.			PreservedSpecimen	Euphorbiaceae		J. Poppleton, A. G. Shuey	US	UNITED STATES	http://www.morphbank.net/81074				Magnoliopsida	Euphorbiales		en	accepted				Florida State University	1974-12-12		PreservedSpecimen	Croton linearis	
ark:87286/B2/0b43578a-9a3b-4762-b7b5-f3870017eb86	Plantae Tracheobionta Magnoliophyta Magnoliopsida Rosidae Euphorbiales Euphorbiaceae Croton Croton linearis		000014696	2009-06-17 16:18:16.0		Croton			Undetermined		Species					Nontype	Florida; Monroe County; Pinelands near N end of Big Pine Key and Watsons Hammock.		7635		FSU	NORTH AMERICA	Undetermined	Pressed and dried	Magnoliophyta	Plantae		Jacq.			PreservedSpecimen	Euphorbiaceae		S. W. Leonard, S Atkins	US	UNITED STATES	http://www.morphbank.net/81075				Magnoliopsida	Euphorbiales		en	accepted				Florida State University	1981-11-27		PreservedSpecimen	Croton linearis	
ark:87286/B2/84ecfb82-699b-4f3a-9bb4-fad6dd46b0ba	Plantae Tracheobionta Magnoliophyta Magnoliopsida Rosidae Euphorbiales Euphorbiaceae Croton Croton linearis		000014697	2009-06-17 16:18:16.0		Croton	slenderly few-branched shrub ca 8 dm tall.		Undetermined		Species					Nontype	Florida; Monroe County; pineland on limerock, Big Pine Key.		80312		FSU	NORTH AMERICA	Undetermined	Pressed and dried	Magnoliophyta	Plantae		Jacq.			PreservedSpecimen	Euphorbiaceae		Robert K. Godfrey	US	UNITED STATES	http://www.morphbank.net/81076				Magnoliopsida	Euphorbiales		en	accepted				Florida State University	1983-02-18		PreservedSpecimen	Croton linearis	
ark:87286/B2/573c17e8-7e88-428c-a3bd-b436058cbbbb	Plantae Tracheobionta Magnoliophyta Magnoliopsida Rosidae Euphorbiales Euphorbiaceae Croton Croton michauxii		000014698	2009-06-17 16:18:16.0		Croton			Undetermined		Species					Nontype	Florida; Franklin County; upper beaches, S of hiway 98 between Carrabelle and Lanark Village.		9652		FSU	NORTH AMERICA	Undetermined	Pressed and dried	Magnoliophyta	Plantae		G.L. Webster			PreservedSpecimen	Euphorbiaceae		Loran C. Anderson	US	UNITED STATES	http://www.morphbank.net/81077				Magnoliopsida	Euphorbiales		en	accepted				Florida State University	1986-06-26		PreservedSpecimen	Croton michauxii	
ark:87286/B2/3607600f-b527-45ec-b41e-0f3f6ec36f87	Plantae Tracheobionta Magnoliophyta Magnoliopsida Rosidae Euphorbiales Euphorbiaceae Croton Croton michauxii		000014699	2009-06-17 16:18:16.0		Croton			Undetermined		Species					Nontype	Florida; Washington County; along upper margins of Rattlesnake Lake (N side).		13046		FSU	NORTH AMERICA	Undetermined	Pressed and dried	Magnoliophyta	Plantae		G.L. Webster			PreservedSpecimen	Euphorbiaceae		Loran C. Anderson	US	UNITED STATES	http://www.morphbank.net/81078				Magnoliopsida	Euphorbiales		en	accepted				Florida State University	1990-07-05		PreservedSpecimen	Croton michauxii	
ark:87286/B2/e3e9d447-96fe-4044-8d5a-f9047ed23ed3	Plantae Tracheobionta Magnoliophyta Magnoliopsida Rosidae Euphorbiales Euphorbiaceae Croton Croton michauxii		000014700	2009-06-17 16:18:16.0		Croton			Undetermined		Species					Nontype	Florida; Nassau County; Ralph E. Simmons State Forest (3-4 air mi SE of Folkston, Georgia); along trail under powerlines.		18779		FSU	NORTH AMERICA	Undetermined	Pressed and dried	Magnoliophyta	Plantae		G.L. Webster			PreservedSpecimen	Euphorbiaceae		Loran C. Anderson	US	UNITED STATES	http://www.morphbank.net/81079				Magnoliopsida	Euphorbiales		en	accepted				Florida State University	1999-06-25		PreservedSpecimen	Croton michauxii	
ark:87286/B2/6f35eaa9-079c-4c7e-9680-30f5c55c0ecf	Plantae Tracheobionta Magnoliophyta Magnoliopsida Rosidae Euphorbiales Euphorbiaceae Croton Croton michauxii		000014701	2009-06-17 16:18:16.0		Croton			Undetermined		Species					Nontype	Florida; Franklin County; woodlands, partially cut, beside road to Rock Landing, 0.4 mi from Crooked River, ca. 9.5 air mi NE of Carrabelle.		8499		FSU	NORTH AMERICA	Undetermined	Pressed and dried	Magnoliophyta	Plantae		G.L. Webster			PreservedSpecimen	Euphorbiaceae		Loran C. Anderson	US	UNITED STATES	http://www.morphbank.net/81080				Magnoliopsida	Euphorbiales		en	accepted				Florida State University	1985-07-19		PreservedSpecimen	Croton michauxii	
ark:87286/B2/1bdc3757-bff3-4fb3-a8db-e167e1a313ab	Plantae Tracheobionta Magnoliophyta Magnoliopsida Rosidae Euphorbiales Euphorbiaceae Croton Croton michauxii		000014702	2009-06-17 16:18:16.0		Croton			Undetermined		Species					Nontype	Florida; Franklin County; roadsides of hiway 319, 0.3 mi S of Ochlockonee River bridge, 5 air mi S of Sopchoppy.		7464		FSU	NORTH AMERICA	Undetermined	Pressed and dried	Magnoliophyta	Plantae		G.L. Webster			PreservedSpecimen	Euphorbiaceae		Loran C. Anderson	US	UNITED STATES	http://www.morphbank.net/81081				Magnoliopsida	Euphorbiales		en	accepted				Florida State University	1984-08-20		PreservedSpecimen	Croton michauxii	
ark:87286/B2/a47dd134-460a-4c0d-b206-601887e75ac1	Plantae Tracheobionta Magnoliophyta Magnoliopsida Rosidae Euphorbiales Euphorbiaceae Croton Croton michauxii		000014703	2009-06-17 16:18:16.0		Croton			Undetermined		Species					Nontype	Florida; Leon County; firelane along S and E fence of Southside Cemetery, S of Capital Circle SW on airport property, SW side of Tallahassee.		12210		FSU	NORTH AMERICA	Undetermined	Pressed and dried	Magnoliophyta	Plantae		G.L. Webster			PreservedSpecimen	Euphorbiaceae		Loran C. Anderson	US	UNITED STATES	http://www.morphbank.net/81082				Magnoliopsida	Euphorbiales		en	accepted				Florida State University	1989-08-23		PreservedSpecimen	Croton michauxii	
ark:87286/B2/d14503cb-b451-4e33-b2bd-6c126e99f898	Plantae Tracheobionta Magnoliophyta Magnoliopsida Rosidae Euphorbiales Euphorbiaceae Croton Croton michauxii		000014704	2009-06-17 16:18:16.0		Croton			Undetermined		Species					Nontype	Florida; Lake County; roadside; beside hiway 19, 3.2 mi S of hiway 40 near Beakman Lake boat landing, 10.5 air mi N of Altoona.		7435		FSU	NORTH AMERICA	Undetermined	Pressed and dried	Magnoliophyta	Plantae		G.L. Webster			PreservedSpecimen	Euphorbiaceae		Loran C. Anderson	US	UNITED STATES	http://www.morphbank.net/81083				Magnoliopsida	Euphorbiales		en	accepted				Florida State University	1984-08-08		PreservedSpecimen	Croton michauxii	
ark:87286/B2/f4e21d6a-fa5f-493c-8de6-4589666ae558	Plantae Tracheobionta Magnoliophyta Magnoliopsida Rosidae Euphorbiales Euphorbiaceae Croton Croton michauxii		000014705	2009-06-17 16:18:16.0		Croton			Undetermined		Species					Nontype	Florida; Wakulla County; by U.S. 98 at its intersection with Fla. Rt. 305, S of Shadeville.		81439		FSU	NORTH AMERICA	Undetermined	Pressed and dried	Magnoliophyta	Plantae		G.L. Webster			PreservedSpecimen	Euphorbiaceae		Robert K. Godfrey	US	UNITED STATES	http://www.morphbank.net/81084				Magnoliopsida	Euphorbiales		en	accepted				Florida State University	1984-07-07		PreservedSpecimen	Croton michauxii	
ark:87286/B2/d71a87fc-cf3b-413b-87fb-e0d142b4e9b0	Plantae Tracheobionta Magnoliophyta Magnoliopsida Rosidae Euphorbiales Euphorbiaceae Croton Croton michauxii		000014706	2009-06-17 16:18:16.0		Croton			Undetermined		Species					Nontype	Florida; Leon County; Old field, near Miccosukee.		618		FSU	NORTH AMERICA	Undetermined	Pressed and dried	Magnoliophyta	Plantae		G.L. Webster			PreservedSpecimen	Euphorbiaceae		C. Jackson	US	UNITED STATES	http://www.morphbank.net/81085				Magnoliopsida	Euphorbiales		en	accepted				Florida State University	1951-07-31		PreservedSpecimen	Croton michauxii	
ark:87286/B2/b0a0b9d9-bb83-413f-9142-8ea6105b8796	Plantae Tracheobionta Magnoliophyta Magnoliopsida Rosidae Euphorbiales Euphorbiaceae Croton Croton michauxii		000014707	2009-06-17 16:18:16.0		Croton			Undetermined		Species					Nontype	Florida; Wakulla County; pinewoods near intersection of hiways 319 and 267; 7 mi N of Crawfordville.		6197		FSU	NORTH AMERICA	Undetermined	Pressed and dried	Magnoliophyta	Plantae		G.L. Webster			PreservedSpecimen	Euphorbiaceae		Loran C. Anderson	US	UNITED STATES	http://www.morphbank.net/81086				Magnoliopsida	Euphorbiales		en	accepted				Florida State University	1982-09-13		PreservedSpecimen	Croton michauxii	
ark:87286/B2/67476831-8813-4949-abe0-6f5aa4e1f042	Plantae Tracheobionta Magnoliophyta Magnoliopsida Rosidae Euphorbiales Euphorbiaceae Croton Croton michauxii		000014708	2009-06-17 16:18:16.0		Croton	flowers white.		Undetermined		Species					Nontype	Florida; Lake County; roadside along Forest Service road no. 71, Ocala National Forest, 1.5 mi. north of Wildcat Lake, about 1.5 mi. east of Marion-Lake county line; north tip of Lake County.		3044		FSU	NORTH AMERICA	Undetermined	Pressed and dried	Magnoliophyta	Plantae		G.L. Webster			PreservedSpecimen	Euphorbiaceae		D. B. Ward, A. A. Will	US	UNITED STATES	http://www.morphbank.net/81087				Magnoliopsida	Euphorbiales		en	accepted				Florida State University	1962-08-02		PreservedSpecimen	Croton michauxii	
ark:87286/B2/00e95fbc-e02f-4a39-8e69-928180be71e3	Plantae Tracheobionta Magnoliophyta Magnoliopsida Rosidae Euphorbiales Euphorbiaceae Croton Croton michauxii		000014709	2009-06-17 16:18:16.0		Croton			Undetermined		Species					Nontype	Florida; Leon County; pinewoods of Whispering Pines Trailer Court, 5 1/2 mi W of Tallahassee on route 20.		3843		FSU	NORTH AMERICA	Undetermined	Pressed and dried	Magnoliophyta	Plantae		G.L. Webster			PreservedSpecimen	Euphorbiaceae		Loran C. Anderson	US	UNITED STATES	http://www.morphbank.net/81088				Magnoliopsida	Euphorbiales		en	accepted				Florida State University	1974-10-02		PreservedSpecimen	Croton michauxii	
ark:87286/B2/3ef1fa2d-ed1f-46fc-ada8-6535c3e796f3	Plantae Tracheobionta Magnoliophyta Magnoliopsida Rosidae Euphorbiales Euphorbiaceae Croton Croton michauxii		000014710	2009-06-17 16:18:16.0		Croton			Undetermined		Species					Nontype	Florida; Citrus County; two miles north of Floral City; on upper sandy border of pool.		7361		FSU	NORTH AMERICA	Undetermined	Pressed and dried	Magnoliophyta	Plantae		G.L. Webster			PreservedSpecimen	Euphorbiaceae		Robert Kral	US	UNITED STATES	http://www.morphbank.net/81089				Magnoliopsida	Euphorbiales		en	accepted				Florida State University	1958-07-19		PreservedSpecimen	Croton michauxii	
ark:87286/B2/9ec7927d-abd8-4fad-9190-50c8745fb24e	Plantae Tracheobionta Magnoliophyta Magnoliopsida Rosidae Euphorbiales Euphorbiaceae Croton Croton michauxii		000014711	2009-06-17 16:18:16.0		Croton			Undetermined		Species					Nontype	Florida; Putnam County; next to SR 100; about 1 mile E of Putnam Hall, Fl and 2 miles W of SR 315 and Grandin, Fl.		12686		FSU	NORTH AMERICA	Undetermined	Pressed and dried	Magnoliophyta	Plantae		G.L. Webster			PreservedSpecimen	Euphorbiaceae		Cecil R Slaughter	US	UNITED STATES	http://www.morphbank.net/81090				Magnoliopsida	Euphorbiales		en	accepted				Florida State University	2001-07-26		PreservedSpecimen	Croton michauxii	
ark:87286/B2/9f48c4ab-9519-4b31-9995-36803ad4d21d	Plantae Tracheobionta Magnoliophyta Magnoliopsida Rosidae Euphorbiales Euphorbiaceae Croton Croton michauxii		000014712	2009-06-17 16:18:16.0		Croton			Undetermined		Species					Nontype	Florida; Hernando County; 4 mi. s. Brooksville; gravel pit.		7423		FSU	NORTH AMERICA	Undetermined	Pressed and dried	Magnoliophyta	Plantae		G.L. Webster			PreservedSpecimen	Euphorbiaceae		Robert Kral	US	UNITED STATES	http://www.morphbank.net/81091				Magnoliopsida	Euphorbiales		en	accepted				Florida State University	1958-07-23		PreservedSpecimen	Croton michauxii	
ark:87286/B2/9125feca-6ae0-412b-9731-9c55738a88a6	Plantae Tracheobionta Magnoliophyta Magnoliopsida Rosidae Euphorbiales Euphorbiaceae Croton Croton michauxii		000014713	2009-06-17 16:18:16.0		Croton			Undetermined		Species					Nontype	Florida; Franklin County; shoulders of road (hiway 98) and adjacent clobbered pine flatwoods, 0.2 mi S of Ochlockonee Bay bridge, ca. 5.5 air mi S of Panacea.		11838		FSU	NORTH AMERICA	Undetermined	Pressed and dried	Magnoliophyta	Plantae		G.L. Webster			PreservedSpecimen	Euphorbiaceae		Loran C. Anderson	US	UNITED STATES	http://www.morphbank.net/81092				Magnoliopsida	Euphorbiales		en	accepted				Florida State University	1988-09-29		PreservedSpecimen	Croton michauxii	
