id	attributionLinkURL	modified	subjectPart	WorldRegion	ProvinceState	resourceCreationTechnique	variantDescription	Credit	LocationCreated	licensingException	captureDevice	accessURI	dateIdentified	provider	tag	UsageTerms	serviceExpectation	creator	format	sex	identificationQualifier	title	lifeStage	metadataCreator	WebStatement	City	Owner	CreateDate	reviewerComments	subjectCategoryVocabulary	language	PixelXDimension	nameAccordingTo	comments	taxonCoverage	CVterm	reviewer	physicalSetting	licenseLogoURL	available	identifier	Sublocation	metadataProvider	furtherInformationURL	attributionLogoURL	timeOfDay	scientificNameID	rights	description	vernacularName	LocationShown	subtype	CountryCode	providerManagedID	CountryName	PixelYDimension	source	scientificName	subjectOrientation	variantLiteral	MetadataDate	metadataLanguageLiteral	temporal	type	digitizationDate	taxonCount	otherScientificName	Rating	caption	identifiedBy
ark:87286/B2/76518286-22d4-4329-b4e0-d3f5f67ee591		2010-02-04 14:55:21.0	Plant body			No preparation		Austin Mast amast@bio.fsu.edu			Reflected light, macrophotography	http://www.morphbank.net?id=87973&imgType=jpeg		http://www.morphbank.net/77409	Plant body			Ken Womble	image/jpeg			image of Croton glandulosus		morphbank.net	<a rel="license" href="http://creativecommons.org/licenses/by-nc-sa/3.0/us/"> <img alt="Creative Commons License" style="border-width:0" src="http://i.creativecommons.org/l/by-nc-sa/3.0/us/88x31.png" /> </a>		Austin Mast amast@bio.fsu.edu					3000							http://i.creativecommons.org/l/by-nc-sa/3.0/us/88x31.png	2006-07-15	urn:uuid:bdc1183c-de33-4309-ae78-fdcae60fb2db		morphbank.net	http://www.morphbank.net/87973	http://www.morphbank.net/images/userLogos/77409.gif			by-nc-sa	New Image added to the data base, using Excel					http://www.morphbank.net/87973		3582			Herbarium Specimen	best quality		en		StillImage						
ark:87286/B2/7b747bc5-dd69-493c-ae79-ff0413576664		2010-02-04 14:55:21.0	Plant body			No preparation		Austin Mast amast@bio.fsu.edu			Reflected light, macrophotography	http://www.morphbank.net?id=87974&imgType=jpeg		http://www.morphbank.net/77409	Plant body			Ken Womble	image/jpeg			image of Croton glandulosus		morphbank.net	<a rel="license" href="http://creativecommons.org/licenses/by-nc-sa/3.0/us/"> <img alt="Creative Commons License" style="border-width:0" src="http://i.creativecommons.org/l/by-nc-sa/3.0/us/88x31.png" /> </a>		Austin Mast amast@bio.fsu.edu					3000							http://i.creativecommons.org/l/by-nc-sa/3.0/us/88x31.png	2006-07-15	urn:uuid:0c88596e-c842-4f68-bc28-073c52135dc4		morphbank.net	http://www.morphbank.net/87974	http://www.morphbank.net/images/userLogos/77409.gif			by-nc-sa	New Image added to the data base, using Excel					http://www.morphbank.net/87974		3582			Herbarium Specimen	best quality		en		StillImage						
ark:87286/B2/485d8344-fdc2-443a-82ab-306627c39385		2010-02-04 14:55:21.0	Plant body			No preparation		Austin Mast amast@bio.fsu.edu			Reflected light, macrophotography	http://www.morphbank.net?id=87975&imgType=jpeg		http://www.morphbank.net/77409	Plant body			Ken Womble	image/jpeg			image of Croton glandulosus		morphbank.net	<a rel="license" href="http://creativecommons.org/licenses/by-nc-sa/3.0/us/"> <img alt="Creative Commons License" style="border-width:0" src="http://i.creativecommons.org/l/by-nc-sa/3.0/us/88x31.png" /> </a>		Austin Mast amast@bio.fsu.edu					3000							http://i.creativecommons.org/l/by-nc-sa/3.0/us/88x31.png	2006-07-15	urn:uuid:a45bd0df-a3ac-442e-a071-6af574f8bb85		morphbank.net	http://www.morphbank.net/87975	http://www.morphbank.net/images/userLogos/77409.gif			by-nc-sa	New Image added to the data base, using Excel					http://www.morphbank.net/87975		3582			Herbarium Specimen	best quality		en		StillImage						
ark:87286/B2/40a36c20-0053-4b91-b1bb-972471d06b83		2010-02-04 14:55:21.0	Plant body			No preparation		Austin Mast amast@bio.fsu.edu			Reflected light, macrophotography	http://www.morphbank.net?id=87976&imgType=jpeg		http://www.morphbank.net/77409	Plant body			Ken Womble	image/jpeg			image of Croton glandulosus		morphbank.net	<a rel="license" href="http://creativecommons.org/licenses/by-nc-sa/3.0/us/"> <img alt="Creative Commons License" style="border-width:0" src="http://i.creativecommons.org/l/by-nc-sa/3.0/us/88x31.png" /> </a>		Austin Mast amast@bio.fsu.edu					3000							http://i.creativecommons.org/l/by-nc-sa/3.0/us/88x31.png	2006-07-15	urn:uuid:11e6cf24-04b8-46d3-a605-d5e9295ba693		morphbank.net	http://www.morphbank.net/87976	http://www.morphbank.net/images/userLogos/77409.gif			by-nc-sa	New Image added to the data base, using Excel					http://www.morphbank.net/87976		3582			Herbarium Specimen	best quality		en		StillImage						
ark:87286/B2/6ba71817-571e-444e-b731-67ed790a7667		2010-02-04 14:55:21.0	Plant body			No preparation		Austin Mast amast@bio.fsu.edu			Reflected light, macrophotography	http://www.morphbank.net?id=87977&imgType=jpeg		http://www.morphbank.net/77409	Plant body			Ken Womble	image/jpeg			image of Croton glandulosus		morphbank.net	<a rel="license" href="http://creativecommons.org/licenses/by-nc-sa/3.0/us/"> <img alt="Creative Commons License" style="border-width:0" src="http://i.creativecommons.org/l/by-nc-sa/3.0/us/88x31.png" /> </a>		Austin Mast amast@bio.fsu.edu					3000							http://i.creativecommons.org/l/by-nc-sa/3.0/us/88x31.png	2006-07-15	urn:uuid:b14ccd4e-41ed-41dc-b421-3e235845d79f		morphbank.net	http://www.morphbank.net/87977	http://www.morphbank.net/images/userLogos/77409.gif			by-nc-sa	New Image added to the data base, using Excel					http://www.morphbank.net/87977		3582			Herbarium Specimen	best quality		en		StillImage						
ark:87286/B2/8d649816-ea00-4005-a8a5-7ab2d2f50ce6		2010-02-04 14:55:21.0	Plant body			No preparation		Austin Mast amast@bio.fsu.edu			Reflected light, macrophotography	http://www.morphbank.net?id=87978&imgType=jpeg		http://www.morphbank.net/77409	Plant body			Ken Womble	image/jpeg			image of Croton glandulosus		morphbank.net	<a rel="license" href="http://creativecommons.org/licenses/by-nc-sa/3.0/us/"> <img alt="Creative Commons License" style="border-width:0" src="http://i.creativecommons.org/l/by-nc-sa/3.0/us/88x31.png" /> </a>		Austin Mast amast@bio.fsu.edu					3000							http://i.creativecommons.org/l/by-nc-sa/3.0/us/88x31.png	2006-07-15	urn:uuid:c2d00236-7aa8-4a58-aae4-b8edc292a395		morphbank.net	http://www.morphbank.net/87978	http://www.morphbank.net/images/userLogos/77409.gif			by-nc-sa	New Image added to the data base, using Excel					http://www.morphbank.net/87978		3582			Herbarium Specimen	best quality		en		StillImage						
ark:87286/B2/a439c773-8371-4f02-bcb5-c14eecd06bf5		2010-02-04 14:55:21.0	Plant body			No preparation		Austin Mast amast@bio.fsu.edu			Reflected light, macrophotography	http://www.morphbank.net?id=87979&imgType=jpeg		http://www.morphbank.net/77409	Plant body			Ken Womble	image/jpeg			image of Croton glandulosus		morphbank.net	<a rel="license" href="http://creativecommons.org/licenses/by-nc-sa/3.0/us/"> <img alt="Creative Commons License" style="border-width:0" src="http://i.creativecommons.org/l/by-nc-sa/3.0/us/88x31.png" /> </a>		Austin Mast amast@bio.fsu.edu					3000							http://i.creativecommons.org/l/by-nc-sa/3.0/us/88x31.png	2006-07-15	urn:uuid:5694cd05-c2f9-40e0-9669-7677f5bb5565		morphbank.net	http://www.morphbank.net/87979	http://www.morphbank.net/images/userLogos/77409.gif			by-nc-sa	New Image added to the data base, using Excel					http://www.morphbank.net/87979		3582			Herbarium Specimen	best quality		en		StillImage						
ark:87286/B2/bd709b44-b07b-438e-a50e-1618567a6ec3		2010-02-04 14:55:21.0	Plant body			No preparation		Austin Mast amast@bio.fsu.edu			Reflected light, macrophotography	http://www.morphbank.net?id=87980&imgType=jpeg		http://www.morphbank.net/77409	Plant body			Ken Womble	image/jpeg			image of Croton glandulosus		morphbank.net	<a rel="license" href="http://creativecommons.org/licenses/by-nc-sa/3.0/us/"> <img alt="Creative Commons License" style="border-width:0" src="http://i.creativecommons.org/l/by-nc-sa/3.0/us/88x31.png" /> </a>		Austin Mast amast@bio.fsu.edu					3000							http://i.creativecommons.org/l/by-nc-sa/3.0/us/88x31.png	2006-07-15	urn:uuid:5eb15a45-75d5-4627-9899-7d279c2ef121		morphbank.net	http://www.morphbank.net/87980	http://www.morphbank.net/images/userLogos/77409.gif			by-nc-sa	New Image added to the data base, using Excel					http://www.morphbank.net/87980		3582			Herbarium Specimen	best quality		en		StillImage						
ark:87286/B2/dd6d19fc-720a-4855-9b2d-db2d3fe9f566		2010-02-04 14:55:21.0	Plant body			No preparation		Austin Mast amast@bio.fsu.edu			Reflected light, macrophotography	http://www.morphbank.net?id=87981&imgType=jpeg		http://www.morphbank.net/77409	Plant body			Ken Womble	image/jpeg			image of Croton glandulosus		morphbank.net	<a rel="license" href="http://creativecommons.org/licenses/by-nc-sa/3.0/us/"> <img alt="Creative Commons License" style="border-width:0" src="http://i.creativecommons.org/l/by-nc-sa/3.0/us/88x31.png" /> </a>		Austin Mast amast@bio.fsu.edu					3000							http://i.creativecommons.org/l/by-nc-sa/3.0/us/88x31.png	2006-07-15	urn:uuid:44c52ca1-37d9-40a0-a8f0-0394ce7cf61b		morphbank.net	http://www.morphbank.net/87981	http://www.morphbank.net/images/userLogos/77409.gif			by-nc-sa	New Image added to the data base, using Excel					http://www.morphbank.net/87981		3582			Herbarium Specimen	best quality		en		StillImage						
ark:87286/B2/10ccb992-6db7-40c7-82de-26d95545cb9b		2010-02-04 14:55:21.0	Plant body			No preparation		Austin Mast amast@bio.fsu.edu			Reflected light, macrophotography	http://www.morphbank.net?id=87982&imgType=jpeg		http://www.morphbank.net/77409	Plant body			Ken Womble	image/jpeg			image of Croton glandulosus		morphbank.net	<a rel="license" href="http://creativecommons.org/licenses/by-nc-sa/3.0/us/"> <img alt="Creative Commons License" style="border-width:0" src="http://i.creativecommons.org/l/by-nc-sa/3.0/us/88x31.png" /> </a>		Austin Mast amast@bio.fsu.edu					3000							http://i.creativecommons.org/l/by-nc-sa/3.0/us/88x31.png	2006-07-15	urn:uuid:0a8da9ed-54aa-4c02-936a-02773502ba59		morphbank.net	http://www.morphbank.net/87982	http://www.morphbank.net/images/userLogos/77409.gif			by-nc-sa	New Image added to the data base, using Excel					http://www.morphbank.net/87982		3582			Herbarium Specimen	best quality		en		StillImage						
ark:87286/B2/27ecf399-2e5e-4c25-aa07-ca38ad1f12ec		2010-02-04 14:55:21.0	Plant body			No preparation		Austin Mast amast@bio.fsu.edu			Reflected light, macrophotography	http://www.morphbank.net?id=87983&imgType=jpeg		http://www.morphbank.net/77409	Plant body			Ken Womble	image/jpeg			image of Croton glandulosus		morphbank.net	<a rel="license" href="http://creativecommons.org/licenses/by-nc-sa/3.0/us/"> <img alt="Creative Commons License" style="border-width:0" src="http://i.creativecommons.org/l/by-nc-sa/3.0/us/88x31.png" /> </a>		Austin Mast amast@bio.fsu.edu					3000							http://i.creativecommons.org/l/by-nc-sa/3.0/us/88x31.png	2006-07-15	urn:uuid:983e3487-bec1-402b-8617-47227306ef51		morphbank.net	http://www.morphbank.net/87983	http://www.morphbank.net/images/userLogos/77409.gif			by-nc-sa	New Image added to the data base, using Excel					http://www.morphbank.net/87983		3582			Herbarium Specimen	best quality		en		StillImage						
ark:87286/B2/20d8f24d-b7f1-4518-829c-50df6c1d70bf		2010-02-04 14:55:21.0	Plant body			No preparation		Austin Mast amast@bio.fsu.edu			Reflected light, macrophotography	http://www.morphbank.net?id=87984&imgType=jpeg		http://www.morphbank.net/77409	Plant body			Ken Womble	image/jpeg			image of Croton glandulosus		morphbank.net	<a rel="license" href="http://creativecommons.org/licenses/by-nc-sa/3.0/us/"> <img alt="Creative Commons License" style="border-width:0" src="http://i.creativecommons.org/l/by-nc-sa/3.0/us/88x31.png" /> </a>		Austin Mast amast@bio.fsu.edu					3000							http://i.creativecommons.org/l/by-nc-sa/3.0/us/88x31.png	2006-07-15	urn:uuid:7cd4fe9f-2082-48f2-bfa9-1dddaf7781ba		morphbank.net	http://www.morphbank.net/87984	http://www.morphbank.net/images/userLogos/77409.gif			by-nc-sa	New Image added to the data base, using Excel					http://www.morphbank.net/87984		3582			Herbarium Specimen	best quality		en		StillImage						
ark:87286/B2/24945ace-20ad-487f-a4d1-3c18f626a286		2010-02-04 14:55:21.0	Plant body			No preparation		Austin Mast amast@bio.fsu.edu			Reflected light, macrophotography	http://www.morphbank.net?id=87985&imgType=jpeg		http://www.morphbank.net/77409	Plant body			Ken Womble	image/jpeg			image of Croton glandulosus		morphbank.net	<a rel="license" href="http://creativecommons.org/licenses/by-nc-sa/3.0/us/"> <img alt="Creative Commons License" style="border-width:0" src="http://i.creativecommons.org/l/by-nc-sa/3.0/us/88x31.png" /> </a>		Austin Mast amast@bio.fsu.edu					3000							http://i.creativecommons.org/l/by-nc-sa/3.0/us/88x31.png	2006-07-15	urn:uuid:bfbf58d8-8668-4978-95df-73b92433c799		morphbank.net	http://www.morphbank.net/87985	http://www.morphbank.net/images/userLogos/77409.gif			by-nc-sa	New Image added to the data base, using Excel					http://www.morphbank.net/87985		3582			Herbarium Specimen	best quality		en		StillImage						
ark:87286/B2/d63eace5-a631-4c00-875d-39aff424694e		2010-02-04 14:55:21.0	Plant body			No preparation		Austin Mast amast@bio.fsu.edu			Reflected light, macrophotography	http://www.morphbank.net?id=87986&imgType=jpeg		http://www.morphbank.net/77409	Plant body			Ken Womble	image/jpeg			image of Croton glandulosus		morphbank.net	<a rel="license" href="http://creativecommons.org/licenses/by-nc-sa/3.0/us/"> <img alt="Creative Commons License" style="border-width:0" src="http://i.creativecommons.org/l/by-nc-sa/3.0/us/88x31.png" /> </a>		Austin Mast amast@bio.fsu.edu					3000							http://i.creativecommons.org/l/by-nc-sa/3.0/us/88x31.png	2006-07-15	urn:uuid:b9f01df7-6a98-4c5c-a52e-cb4edf5d7777		morphbank.net	http://www.morphbank.net/87986	http://www.morphbank.net/images/userLogos/77409.gif			by-nc-sa	New Image added to the data base, using Excel					http://www.morphbank.net/87986		3582			Herbarium Specimen	best quality		en		StillImage						
ark:87286/B2/be65480b-f838-497b-b1fa-229fae4d06c2		2010-02-04 14:55:21.0	Plant body			No preparation		Austin Mast amast@bio.fsu.edu			Reflected light, macrophotography	http://www.morphbank.net?id=87987&imgType=jpeg		http://www.morphbank.net/77409	Plant body			Ken Womble	image/jpeg			image of Croton glandulosus		morphbank.net	<a rel="license" href="http://creativecommons.org/licenses/by-nc-sa/3.0/us/"> <img alt="Creative Commons License" style="border-width:0" src="http://i.creativecommons.org/l/by-nc-sa/3.0/us/88x31.png" /> </a>		Austin Mast amast@bio.fsu.edu					3000							http://i.creativecommons.org/l/by-nc-sa/3.0/us/88x31.png	2006-07-15	urn:uuid:22286220-a286-4cdf-a227-6f28ffaf8b0e		morphbank.net	http://www.morphbank.net/87987	http://www.morphbank.net/images/userLogos/77409.gif			by-nc-sa	New Image added to the data base, using Excel					http://www.morphbank.net/87987		3582			Herbarium Specimen	best quality		en		StillImage						
ark:87286/B2/e4444c08-33a7-4669-82b0-f59d84600981		2010-02-04 14:55:21.0	Plant body			No preparation		Austin Mast amast@bio.fsu.edu			Reflected light, macrophotography	http://www.morphbank.net?id=87988&imgType=jpeg		http://www.morphbank.net/77409	Plant body			Ken Womble	image/jpeg			image of Croton glandulosus		morphbank.net	<a rel="license" href="http://creativecommons.org/licenses/by-nc-sa/3.0/us/"> <img alt="Creative Commons License" style="border-width:0" src="http://i.creativecommons.org/l/by-nc-sa/3.0/us/88x31.png" /> </a>		Austin Mast amast@bio.fsu.edu					3000							http://i.creativecommons.org/l/by-nc-sa/3.0/us/88x31.png	2006-07-15	urn:uuid:c184e498-94c9-461e-be0d-c1e22c9cebc0		morphbank.net	http://www.morphbank.net/87988	http://www.morphbank.net/images/userLogos/77409.gif			by-nc-sa	New Image added to the data base, using Excel					http://www.morphbank.net/87988		3582			Herbarium Specimen	best quality		en		StillImage						
ark:87286/B2/68cb937c-f16b-4d72-95a0-db611e991b9a		2010-02-04 14:55:21.0	Plant body			No preparation		Austin Mast amast@bio.fsu.edu			Reflected light, macrophotography	http://www.morphbank.net?id=87989&imgType=jpeg		http://www.morphbank.net/77409	Plant body			Ken Womble	image/jpeg			image of Croton linearis		morphbank.net	<a rel="license" href="http://creativecommons.org/licenses/by-nc-sa/3.0/us/"> <img alt="Creative Commons License" style="border-width:0" src="http://i.creativecommons.org/l/by-nc-sa/3.0/us/88x31.png" /> </a>		Austin Mast amast@bio.fsu.edu					3000							http://i.creativecommons.org/l/by-nc-sa/3.0/us/88x31.png	2006-07-15	urn:uuid:17bd26ab-5ade-46fa-bdfb-111d399b73ed		morphbank.net	http://www.morphbank.net/87989	http://www.morphbank.net/images/userLogos/77409.gif			by-nc-sa	New Image added to the data base, using Excel					http://www.morphbank.net/87989		3582			Herbarium Specimen	best quality		en		StillImage						
ark:87286/B2/3c59e61b-f863-4144-9e58-34560a2142b2		2010-02-04 14:55:21.0	Plant body			No preparation		Austin Mast amast@bio.fsu.edu			Reflected light, macrophotography	http://www.morphbank.net?id=87990&imgType=jpeg		http://www.morphbank.net/77409	Plant body			Ken Womble	image/jpeg			image of Croton linearis		morphbank.net	<a rel="license" href="http://creativecommons.org/licenses/by-nc-sa/3.0/us/"> <img alt="Creative Commons License" style="border-width:0" src="http://i.creativecommons.org/l/by-nc-sa/3.0/us/88x31.png" /> </a>		Austin Mast amast@bio.fsu.edu					3000							http://i.creativecommons.org/l/by-nc-sa/3.0/us/88x31.png	2006-07-15	urn:uuid:bb9e48bc-b386-4480-acf5-1599a4328cee		morphbank.net	http://www.morphbank.net/87990	http://www.morphbank.net/images/userLogos/77409.gif			by-nc-sa	New Image added to the data base, using Excel					http://www.morphbank.net/87990		3582			Herbarium Specimen	best quality		en		StillImage						
ark:87286/B2/66c838bc-9164-4a14-81d2-d9c42792c50e		2010-02-04 14:55:21.0	Plant body			No preparation		Austin Mast amast@bio.fsu.edu			Reflected light, macrophotography	http://www.morphbank.net?id=87991&imgType=jpeg		http://www.morphbank.net/77409	Plant body			Ken Womble	image/jpeg			image of Croton linearis		morphbank.net	<a rel="license" href="http://creativecommons.org/licenses/by-nc-sa/3.0/us/"> <img alt="Creative Commons License" style="border-width:0" src="http://i.creativecommons.org/l/by-nc-sa/3.0/us/88x31.png" /> </a>		Austin Mast amast@bio.fsu.edu					3000							http://i.creativecommons.org/l/by-nc-sa/3.0/us/88x31.png	2006-07-15	urn:uuid:2467dd11-257b-4184-a42f-b106b0270ebc		morphbank.net	http://www.morphbank.net/87991	http://www.morphbank.net/images/userLogos/77409.gif			by-nc-sa	New Image added to the data base, using Excel					http://www.morphbank.net/87991		3582			Herbarium Specimen	best quality		en		StillImage						
ark:87286/B2/8570e598-1a72-4bb1-98c2-5959d75071b3		2010-02-04 14:55:21.0	Plant body			No preparation		Austin Mast amast@bio.fsu.edu			Reflected light, macrophotography	http://www.morphbank.net?id=87992&imgType=jpeg		http://www.morphbank.net/77409	Plant body			Ken Womble	image/jpeg			image of Croton linearis		morphbank.net	<a rel="license" href="http://creativecommons.org/licenses/by-nc-sa/3.0/us/"> <img alt="Creative Commons License" style="border-width:0" src="http://i.creativecommons.org/l/by-nc-sa/3.0/us/88x31.png" /> </a>		Austin Mast amast@bio.fsu.edu					3000							http://i.creativecommons.org/l/by-nc-sa/3.0/us/88x31.png	2006-07-15	urn:uuid:870f9d82-d9b2-46ce-8f16-632aac18e179		morphbank.net	http://www.morphbank.net/87992	http://www.morphbank.net/images/userLogos/77409.gif			by-nc-sa	New Image added to the data base, using Excel					http://www.morphbank.net/87992		3582			Herbarium Specimen	best quality		en		StillImage						
ark:87286/B2/c3d60aae-c0a4-4d8c-b8d6-bc2aceabd46e		2010-02-04 14:55:21.0	Plant body			No preparation		Austin Mast amast@bio.fsu.edu			Reflected light, macrophotography	http://www.morphbank.net?id=87993&imgType=jpeg		http://www.morphbank.net/77409	Plant body			Ken Womble	image/jpeg			image of Croton linearis		morphbank.net	<a rel="license" href="http://creativecommons.org/licenses/by-nc-sa/3.0/us/"> <img alt="Creative Commons License" style="border-width:0" src="http://i.creativecommons.org/l/by-nc-sa/3.0/us/88x31.png" /> </a>		Austin Mast amast@bio.fsu.edu					3000							http://i.creativecommons.org/l/by-nc-sa/3.0/us/88x31.png	2006-07-15	urn:uuid:5bf758ec-25b9-46d4-b4b8-999515209150		morphbank.net	http://www.morphbank.net/87993	http://www.morphbank.net/images/userLogos/77409.gif			by-nc-sa	New Image added to the data base, using Excel					http://www.morphbank.net/87993		3582			Herbarium Specimen	best quality		en		StillImage						
ark:87286/B2/e098d202-a659-4d22-aca4-3d2d1cbe86cb		2010-02-04 14:55:21.0	Plant body			No preparation		Austin Mast amast@bio.fsu.edu			Reflected light, macrophotography	http://www.morphbank.net?id=87994&imgType=jpeg		http://www.morphbank.net/77409	Plant body			Ken Womble	image/jpeg			image of Croton linearis		morphbank.net	<a rel="license" href="http://creativecommons.org/licenses/by-nc-sa/3.0/us/"> <img alt="Creative Commons License" style="border-width:0" src="http://i.creativecommons.org/l/by-nc-sa/3.0/us/88x31.png" /> </a>		Austin Mast amast@bio.fsu.edu					3000							http://i.creativecommons.org/l/by-nc-sa/3.0/us/88x31.png	2006-07-15	urn:uuid:ec74de68-f408-4ffb-a25c-b594b12efe02		morphbank.net	http://www.morphbank.net/87994	http://www.morphbank.net/images/userLogos/77409.gif			by-nc-sa	New Image added to the data base, using Excel					http://www.morphbank.net/87994		3582			Herbarium Specimen	best quality		en		StillImage						
ark:87286/B2/f3d77213-bf53-498b-9f79-984eacc32ccb		2010-02-04 14:55:21.0	Plant body			No preparation		Austin Mast amast@bio.fsu.edu			Reflected light, macrophotography	http://www.morphbank.net?id=87995&imgType=jpeg		http://www.morphbank.net/77409	Plant body			Ken Womble	image/jpeg			image of Croton linearis		morphbank.net	<a rel="license" href="http://creativecommons.org/licenses/by-nc-sa/3.0/us/"> <img alt="Creative Commons License" style="border-width:0" src="http://i.creativecommons.org/l/by-nc-sa/3.0/us/88x31.png" /> </a>		Austin Mast amast@bio.fsu.edu					3000							http://i.creativecommons.org/l/by-nc-sa/3.0/us/88x31.png	2006-07-15	urn:uuid:4f728e8f-d6bf-4507-90e0-fec1a9d1c6e9		morphbank.net	http://www.morphbank.net/87995	http://www.morphbank.net/images/userLogos/77409.gif			by-nc-sa	New Image added to the data base, using Excel					http://www.morphbank.net/87995		3582			Herbarium Specimen	best quality		en		StillImage						
ark:87286/B2/181eefa0-1088-4e81-a5dc-5e4d9790b279		2010-02-04 14:55:21.0	Plant body			No preparation		Austin Mast amast@bio.fsu.edu			Reflected light, macrophotography	http://www.morphbank.net?id=87996&imgType=jpeg		http://www.morphbank.net/77409	Plant body			Ken Womble	image/jpeg			image of Croton linearis		morphbank.net	<a rel="license" href="http://creativecommons.org/licenses/by-nc-sa/3.0/us/"> <img alt="Creative Commons License" style="border-width:0" src="http://i.creativecommons.org/l/by-nc-sa/3.0/us/88x31.png" /> </a>		Austin Mast amast@bio.fsu.edu					3000							http://i.creativecommons.org/l/by-nc-sa/3.0/us/88x31.png	2006-07-15	urn:uuid:e297b736-bdd1-4049-984c-21a88754f811		morphbank.net	http://www.morphbank.net/87996	http://www.morphbank.net/images/userLogos/77409.gif			by-nc-sa	New Image added to the data base, using Excel					http://www.morphbank.net/87996		3582			Herbarium Specimen	best quality		en		StillImage						
ark:87286/B2/163f6019-b908-4ecd-8733-b062d75d1158		2010-02-04 14:55:21.0	Plant body			No preparation		Austin Mast amast@bio.fsu.edu			Reflected light, macrophotography	http://www.morphbank.net?id=87997&imgType=jpeg		http://www.morphbank.net/77409	Plant body			Ken Womble	image/jpeg			image of Croton linearis		morphbank.net	<a rel="license" href="http://creativecommons.org/licenses/by-nc-sa/3.0/us/"> <img alt="Creative Commons License" style="border-width:0" src="http://i.creativecommons.org/l/by-nc-sa/3.0/us/88x31.png" /> </a>		Austin Mast amast@bio.fsu.edu					3000							http://i.creativecommons.org/l/by-nc-sa/3.0/us/88x31.png	2006-07-15	urn:uuid:bb9cfadf-1694-4f7d-9976-e763051a48c0		morphbank.net	http://www.morphbank.net/87997	http://www.morphbank.net/images/userLogos/77409.gif			by-nc-sa	New Image added to the data base, using Excel					http://www.morphbank.net/87997		3582			Herbarium Specimen	best quality		en		StillImage						
ark:87286/B2/0a3f47ee-30b8-48da-877f-0283b4ea42a1		2010-02-04 14:55:21.0	Plant body			No preparation		Austin Mast amast@bio.fsu.edu			Reflected light, macrophotography	http://www.morphbank.net?id=87998&imgType=jpeg		http://www.morphbank.net/77409	Plant body			Ken Womble	image/jpeg			image of Croton linearis		morphbank.net	<a rel="license" href="http://creativecommons.org/licenses/by-nc-sa/3.0/us/"> <img alt="Creative Commons License" style="border-width:0" src="http://i.creativecommons.org/l/by-nc-sa/3.0/us/88x31.png" /> </a>		Austin Mast amast@bio.fsu.edu					3000							http://i.creativecommons.org/l/by-nc-sa/3.0/us/88x31.png	2006-07-15	urn:uuid:c0594609-d29b-4ec0-9283-5c517e273ba4		morphbank.net	http://www.morphbank.net/87998	http://www.morphbank.net/images/userLogos/77409.gif			by-nc-sa	New Image added to the data base, using Excel					http://www.morphbank.net/87998		3582			Herbarium Specimen	best quality		en		StillImage						
ark:87286/B2/0b43578a-9a3b-4762-b7b5-f3870017eb86		2010-02-04 14:55:21.0	Plant body			No preparation		Austin Mast amast@bio.fsu.edu			Reflected light, macrophotography	http://www.morphbank.net?id=87999&imgType=jpeg		http://www.morphbank.net/77409	Plant body			Ken Womble	image/jpeg			image of Croton linearis		morphbank.net	<a rel="license" href="http://creativecommons.org/licenses/by-nc-sa/3.0/us/"> <img alt="Creative Commons License" style="border-width:0" src="http://i.creativecommons.org/l/by-nc-sa/3.0/us/88x31.png" /> </a>		Austin Mast amast@bio.fsu.edu					3000							http://i.creativecommons.org/l/by-nc-sa/3.0/us/88x31.png	2006-07-15	urn:uuid:ab28cd71-02c5-4a95-82da-31e939948e75		morphbank.net	http://www.morphbank.net/87999	http://www.morphbank.net/images/userLogos/77409.gif			by-nc-sa	New Image added to the data base, using Excel					http://www.morphbank.net/87999		3582			Herbarium Specimen	best quality		en		StillImage						
ark:87286/B2/84ecfb82-699b-4f3a-9bb4-fad6dd46b0ba		2010-02-04 14:55:21.0	Plant body			No preparation		Austin Mast amast@bio.fsu.edu			Reflected light, macrophotography	http://www.morphbank.net?id=88000&imgType=jpeg		http://www.morphbank.net/77409	Plant body			Ken Womble	image/jpeg			image of Croton linearis		morphbank.net	<a rel="license" href="http://creativecommons.org/licenses/by-nc-sa/3.0/us/"> <img alt="Creative Commons License" style="border-width:0" src="http://i.creativecommons.org/l/by-nc-sa/3.0/us/88x31.png" /> </a>		Austin Mast amast@bio.fsu.edu					3000							http://i.creativecommons.org/l/by-nc-sa/3.0/us/88x31.png	2006-07-15	urn:uuid:0d7b6fc8-6854-41f3-8d51-ad85ebaafd68		morphbank.net	http://www.morphbank.net/88000	http://www.morphbank.net/images/userLogos/77409.gif			by-nc-sa	New Image added to the data base, using Excel					http://www.morphbank.net/88000		3582			Herbarium Specimen	best quality		en		StillImage						
